"ISO3_code","Time","PopFemale"
"BOL",2017,2986622
"BOL",2018,3041832
"BOL",2019,3096347
"BOL",2020,3150581
"BOL",2021,3204920
"BOL",2022,3259520
"BOL",2023,3314412
"BOL",2024,3368666
"BOL",2025,3421719
"BOL",2026,3473423
"BOL",2027,3523554
"BOL",2028,3572166
"BOL",2029,3619236
"BOL",2030,3664650
"BOL",2031,3708304
"BOL",2032,3750200
"BOL",2033,3790325
"BOL",2034,3828448
"BOL",2035,3864331
"BOL",2036,3897943
"BOL",2037,3929225
"BOL",2038,3958163
"BOL",2039,3985231
"BOL",2040,4010845
"BOL",2041,4035197
"BOL",2042,4058409
"BOL",2043,4080504
"BOL",2044,4101860
"BOL",2045,4122718
"BOL",2046,4142659
"BOL",2047,4161904
"BOL",2048,4180281
"BOL",2049,4196831
"BOL",2050,4211973
"BOL",2051,4226834
"BOL",2052,4241123
"BOL",2053,4254181
"BOL",2054,4266000
"BOL",2055,4276611
"BOL",2056,4285239
"BOL",2057,4292165
"BOL",2058,4298258
"BOL",2059,4303421
"BOL",2060,4307709
"BOL",2061,4311208
"BOL",2062,4313793
"BOL",2063,4315457
"BOL",2064,4316815
"BOL",2065,4317709
"BOL",2066,4317783
"BOL",2067,4317318
"BOL",2068,4316752
"BOL",2069,4315782
"BOL",2070,4314055
"BOL",2071,4311597
"BOL",2072,4308306
"BOL",2073,4304272
"BOL",2074,4299362
"BOL",2075,4293405
"BOL",2076,4286633
"BOL",2077,4279284
"BOL",2078,4271544
"BOL",2079,4263312
"BOL",2080,4254124
"BOL",2081,4243907
"BOL",2082,4232831
"BOL",2083,4221041
"BOL",2084,4208884
"BOL",2085,4196551
"BOL",2086,4183659
"BOL",2087,4170545
"BOL",2088,4157421
"BOL",2089,4143973
"BOL",2090,4130187
"BOL",2091,4116057
"BOL",2092,4101533
"BOL",2093,4086513
"BOL",2094,4071260
"BOL",2095,4055883
"BOL",2096,4040216
"BOL",2097,4024619
"BOL",2098,4009118
"BOL",2099,3993280
"BOL",2100,3977419
"BRA",1950,13015929
"BRA",1951,13370201
"BRA",1952,13729531
"BRA",1953,14096135
"BRA",1954,14471259
"BRA",1955,14852224
"BRA",1956,15240112
"BRA",1957,15636857
"BRA",1958,16040644
"BRA",1959,16452320
"BRA",1960,16873939
"BRA",1961,17316767
"BRA",1962,17791560
"BRA",1963,18301383
"BRA",1964,18856718
"BRA",1965,19448435
"BRA",1966,20057586
"BRA",1967,20685366
"BRA",1968,21333113
"BRA",1969,22001319
"BRA",1970,22692036
"BRA",1971,23401408
"BRA",1972,24129371
"BRA",1973,24877714
"BRA",1974,25644376
"BRA",1975,26429570
"BRA",1976,27232412
"BRA",1977,28054525
"BRA",1978,28893005
"BRA",1979,29738197
"BRA",1980,30584296
"BRA",1981,31421095
"BRA",1982,32243126
"BRA",1983,33057442
"BRA",1984,33874105
"BRA",1985,34703274
"BRA",1986,35542174
"BRA",1987,36387853
"BRA",1988,37246427
"BRA",1989,38113374
"BRA",1990,38994308
"BRA",1991,39889196
"BRA",1992,40798371
"BRA",1993,41731915
"BRA",1994,42687814
"BRA",1995,43659933
"BRA",1996,44635024
"BRA",1997,45600125
"BRA",1998,46540773
"BRA",1999,47434308
"BRA",2000,48287904
"BRA",2001,49113141
"BRA",2002,49902832
"BRA",2003,50646064
"BRA",2004,51339742
"BRA",2005,51980297
"BRA",2006,52565655
"BRA",2007,53101651
"BRA",2008,53595322
"BRA",2009,54058293
"BRA",2010,54504870
"BRA",2011,54934346
"BRA",2012,55336063
"BRA",2013,55710583
"BRA",2014,56048566
"BRA",2015,56346487
"BRA",2016,56626910
"BRA",2017,56884652
"BRA",2018,57097831
"BRA",2019,57284472
"BRA",2020,57439613
"BRA",2021,57529205
"BRA",2022,57555218
"BRA",2023,57548223
"BRA",2024,57520577
"BRA",2025,57463680
"BRA",2026,57368752
"BRA",2027,57225646
"BRA",2028,57029786
"BRA",2029,56802234
"BRA",2030,56555505
"BRA",2031,56255601
"BRA",2032,55915257
"BRA",2033,55575152
"BRA",2034,55213144
"BRA",2035,54808359
"BRA",2036,54381108
"BRA",2037,53947594
"BRA",2038,53512775
"BRA",2039,53082972
"BRA",2040,52658058
"BRA",2041,52241944
"BRA",2042,51832492
"BRA",2043,51417070
"BRA",2044,50986655
"BRA",2045,50542050
"BRA",2046,50086505
"BRA",2047,49621751
"BRA",2048,49149484
"BRA",2049,48682054
"BRA",2050,48228024
"BRA",2051,47788229
"BRA",2052,47368734
"BRA",2053,46975669
"BRA",2054,46592227
"BRA",2055,46202856
"BRA",2056,45817123
"BRA",2057,45443461
"BRA",2058,45082300
"BRA",2059,44727124
"BRA",2060,44371869
"BRA",2061,44013675
"BRA",2062,43660183
"BRA",2063,43316522
"BRA",2064,42960088
"BRA",2065,42577739
"BRA",2066,42207503
"BRA",2067,41846515
"BRA",2068,41463981
"BRA",2069,41088078
"BRA",2070,40745504
"BRA",2071,40421562
"BRA",2072,40103914
"BRA",2073,39794462
"BRA",2074,39485223
"BRA",2075,39177777
"BRA",2076,38870979
"BRA",2077,38566359
"BRA",2078,38267604
"BRA",2079,37972106
"BRA",2080,37676290
"BRA",2081,37380657
"BRA",2082,37089244
"BRA",2083,36798799
"BRA",2084,36509477
"BRA",2085,36223956
"BRA",2086,35941812
"BRA",2087,35659901
"BRA",2088,35379108
"BRA",2089,35101130
"BRA",2090,34825572
"BRA",2091,34555999
"BRA",2092,34292587
"BRA",2093,34033778
"BRA",2094,33777263
"BRA",2095,33518505
"BRA",2096,33258641
"BRA",2097,32999359
"BRA",2098,32741875
"BRA",2099,32488395
"BRA",2100,32239478
"BRB",1950,54350
"BRB",1951,55116
"BRB",1952,55606
"BRB",1953,55843
"BRB",1954,55903
"BRB",1955,55866
"BRB",1956,55687
"BRB",1957,55460
"BRB",1958,55283
"BRB",1959,55137
"BRB",1960,54994
"BRB",1961,54452
"BRB",1962,53543
"BRB",1963,52721
"BRB",1964,51981
"BRB",1965,51418
"BRB",1966,51096
"BRB",1967,50949
"BRB",1968,50991
"BRB",1969,51261
"BRB",1970,51801
"BRB",1971,52673
"BRB",1972,53827
"BRB",1973,55116
"BRB",1974,56476
"BRB",1975,57889
"BRB",1976,59329
"BRB",1977,60731
"BRB",1978,62033
"BRB",1979,63202
"BRB",1980,64257
"BRB",1981,65213
"BRB",1982,66056
"BRB",1983,66801
"BRB",1984,67460
"BRB",1985,68072
"BRB",1986,68681
"BRB",1987,69290
"BRB",1988,69895
"BRB",1989,70468
"BRB",1990,71006
"BRB",1991,71617
"BRB",1992,72243
"BRB",1993,72731
"BRB",1994,73075
"BRB",1995,73288
"BRB",1996,73405
"BRB",1997,73463
"BRB",1998,73466
"BRB",1999,73358
"BRB",2000,73168
"BRB",2001,73163
"BRB",2002,73243
"BRB",2003,73164
"BRB",2004,73029
"BRB",2005,72875
"BRB",2006,72684
"BRB",2007,72437
"BRB",2008,72140
"BRB",2009,71713
"BRB",2010,71136
"BRB",2011,70538
"BRB",2012,70010
"BRB",2013,69531
"BRB",2014,69045
"BRB",2015,68586
"BRB",2016,68192
"BRB",2017,67834
"BRB",2018,67514
"BRB",2019,67228
"BRB",2020,66898
"BRB",2021,66468
"BRB",2022,65991
"BRB",2023,65616
"BRB",2024,65279
"BRB",2025,64841
"BRB",2026,64399
"BRB",2027,63970
"BRB",2028,63532
"BRB",2029,63101
"BRB",2030,62671
"BRB",2031,62214
"BRB",2032,61665
"BRB",2033,61060
"BRB",2034,60523
"BRB",2035,60053
"BRB",2036,59599
"BRB",2037,59207
"BRB",2038,58869
"BRB",2039,58482
"BRB",2040,57987
"BRB",2041,57447
"BRB",2042,56916
"BRB",2043,56450
"BRB",2044,56060
"BRB",2045,55698
"BRB",2046,55319
"BRB",2047,54899
"BRB",2048,54453
"BRB",2049,53991
"BRB",2050,53491
"BRB",2051,52962
"BRB",2052,52457
"BRB",2053,51990
"BRB",2054,51526
"BRB",2055,51069
"BRB",2056,50625
"BRB",2057,50158
"BRB",2058,49605
"BRB",2059,49071
"BRB",2060,48654
"BRB",2061,48291
"BRB",2062,47946
"BRB",2063,47612
"BRB",2064,47293
"BRB",2065,46982
"BRB",2066,46669
"BRB",2067,46357
"BRB",2068,46040
"BRB",2069,45719
"BRB",2070,45391
"BRB",2071,45059
"BRB",2072,44725
"BRB",2073,44398
"BRB",2074,44066
"BRB",2075,43737
"BRB",2076,43405
"BRB",2077,43077
"BRB",2078,42746
"BRB",2079,42416
"BRB",2080,42089
"BRB",2081,41763
"BRB",2082,41437
"BRB",2083,41114
"BRB",2084,40789
"BRB",2085,40466
"BRB",2086,40140
"BRB",2087,39817
"BRB",2088,39497
"BRB",2089,39176
"BRB",2090,38857
"BRB",2091,38540
"BRB",2092,38230
"BRB",2093,37929
"BRB",2094,37631
"BRB",2095,37343
"BRB",2096,37062
"BRB",2097,36784
"BRB",2098,36514
"BRB",2099,36247
"BRB",2100,35979
"BRN",1950,11284
"BRN",1951,11836
"BRN",1952,12208
"BRN",1953,12635
"BRN",1954,13113
"BRN",1955,13642
"BRN",1956,14226
"BRN",1957,14872
"BRN",1958,15559
"BRN",1959,16268
"BRN",1960,16959
"BRN",1961,17606
"BRN",1962,18273
"BRN",1963,19038
"BRN",1964,19919
"BRN",1965,20917
"BRN",1966,22033
"BRN",1967,23247
"BRN",1968,24539
"BRN",1969,25898
"BRN",1970,27302
"BRN",1971,28704
"BRN",1972,30102
"BRN",1973,31593
"BRN",1974,33235
"BRN",1975,35003
"BRN",1976,36841
"BRN",1977,38703
"BRN",1978,40555
"BRN",1979,42355
"BRN",1980,44082
"BRN",1981,45783
"BRN",1982,47619
"BRN",1983,49657
"BRN",1984,51823
"BRN",1985,54107
"BRN",1986,56475
"BRN",1987,58864
"BRN",1988,61238
"BRN",1989,63599
"BRN",1990,65920
"BRN",1991,68059
"BRN",1992,69900
"BRN",1993,71700
"BRN",1994,73696
"BRN",1995,75865
"BRN",1996,78227
"BRN",1997,80785
"BRN",1998,83506
"BRN",1999,86317
"BRN",2000,89171
"BRN",2001,92022
"BRN",2002,94829
"BRN",2003,97560
"BRN",2004,100181
"BRN",2005,102682
"BRN",2006,105058
"BRN",2007,107321
"BRN",2008,109496
"BRN",2009,111576
"BRN",2010,113587
"BRN",2011,115071
"BRN",2012,115963
"BRN",2013,116714
"BRN",2014,117421
"BRN",2015,118088
"BRN",2016,118614
"BRN",2017,118973
"BRN",2018,119161
"BRN",2019,119142
"BRN",2020,118991
"BRN",2021,118811
"BRN",2022,118644
"BRN",2023,118484
"BRN",2024,118319
"BRN",2025,118182
"BRN",2026,118086
"BRN",2027,118003
"BRN",2028,117891
"BRN",2029,117716
"BRN",2030,117460
"BRN",2031,117119
"BRN",2032,116694
"BRN",2033,116176
"BRN",2034,115572
"BRN",2035,114884
"BRN",2036,114124
"BRN",2037,113313
"BRN",2038,112488
"BRN",2039,111694
"BRN",2040,110960
"BRN",2041,110305
"BRN",2042,109710
"BRN",2043,109121
"BRN",2044,108518
"BRN",2045,107892
"BRN",2046,107246
"BRN",2047,106636
"BRN",2048,106052
"BRN",2049,105403
"BRN",2050,104678
"BRN",2051,103958
"BRN",2052,103245
"BRN",2053,102532
"BRN",2054,101865
"BRN",2055,101253
"BRN",2056,100673
"BRN",2057,100119
"BRN",2058,99573
"BRN",2059,98989
"BRN",2060,98330
"BRN",2061,97593
"BRN",2062,96800
"BRN",2063,95965
"BRN",2064,95105
"BRN",2065,94248
"BRN",2066,93413
"BRN",2067,92621
"BRN",2068,91868
"BRN",2069,91152
"BRN",2070,90468
"BRN",2071,89806
"BRN",2072,89159
"BRN",2073,88531
"BRN",2074,87922
"BRN",2075,87319
"BRN",2076,86727
"BRN",2077,86139
"BRN",2078,85556
"BRN",2079,84973
"BRN",2080,84392
"BRN",2081,83813
"BRN",2082,83235
"BRN",2083,82668
"BRN",2084,82102
"BRN",2085,81534
"BRN",2086,80962
"BRN",2087,80384
"BRN",2088,79800
"BRN",2089,79221
"BRN",2090,78646
"BRN",2091,78062
"BRN",2092,77463
"BRN",2093,76852
"BRN",2094,76236
"BRN",2095,75633
"BRN",2096,75026
"BRN",2097,74413
"BRN",2098,73810
"BRN",2099,73220
"BRN",2100,72634
"BTN",1950,39911
"BTN",1951,40953
"BTN",1952,42041
"BTN",1953,43167
"BTN",1954,44318
"BTN",1955,45499
"BTN",1956,46725
"BTN",1957,47999
"BTN",1958,49330
"BTN",1959,50724
"BTN",1960,52184
"BTN",1961,53715
"BTN",1962,55375
"BTN",1963,57029
"BTN",1964,58651
"BTN",1965,60242
"BTN",1966,61794
"BTN",1967,63419
"BTN",1968,65125
"BTN",1969,66919
"BTN",1970,68785
"BTN",1971,70718
"BTN",1972,72715
"BTN",1973,74778
"BTN",1974,76915
"BTN",1975,79129
"BTN",1976,81435
"BTN",1977,83830
"BTN",1978,86334
"BTN",1979,88912
"BTN",1980,91549
"BTN",1981,94247
"BTN",1982,97008
"BTN",1983,99858
"BTN",1984,102813
"BTN",1985,105866
"BTN",1986,109029
"BTN",1987,112296
"BTN",1988,115659
"BTN",1989,119131
"BTN",1990,122469
"BTN",1991,124806
"BTN",1992,120447
"BTN",1993,115453
"BTN",1994,116168
"BTN",1995,118311
"BTN",1996,121427
"BTN",1997,124596
"BTN",1998,128251
"BTN",1999,132220
"BTN",2000,136294
"BTN",2001,140704
"BTN",2002,145413
"BTN",2003,150497
"BTN",2004,155996
"BTN",2005,161354
"BTN",2006,165949
"BTN",2007,170043
"BTN",2008,173928
"BTN",2009,177579
"BTN",2010,180986
"BTN",2011,184146
"BTN",2012,187036
"BTN",2013,189720
"BTN",2014,192342
"BTN",2015,194981
"BTN",2016,197630
"BTN",2017,200843
"BTN",2018,204596
"BTN",2019,208265
"BTN",2020,211773
"BTN",2021,215033
"BTN",2022,217995
"BTN",2023,220674
"BTN",2024,223146
"BTN",2025,225414
"BTN",2026,227442
"BTN",2027,229178
"BTN",2028,230530
"BTN",2029,231395
"BTN",2030,231724
"BTN",2031,231704
"BTN",2032,231526
"BTN",2033,231010
"BTN",2034,229985
"BTN",2035,228536
"BTN",2036,226776
"BTN",2037,224715
"BTN",2038,222325
"BTN",2039,219675
"BTN",2040,216899
"BTN",2041,214103
"BTN",2042,211369
"BTN",2043,208759
"BTN",2044,206279
"BTN",2045,203928
"BTN",2046,201715
"BTN",2047,199590
"BTN",2048,197447
"BTN",2049,195196
"BTN",2050,192804
"BTN",2051,190296
"BTN",2052,187689
"BTN",2053,185014
"BTN",2054,182319
"BTN",2055,179695
"BTN",2056,177215
"BTN",2057,174912
"BTN",2058,172728
"BTN",2059,170547
"BTN",2060,168305
"BTN",2061,165984
"BTN",2062,163589
"BTN",2063,161191
"BTN",2064,158939
"BTN",2065,156962
"BTN",2066,155165
"BTN",2067,153383
"BTN",2068,151768
"BTN",2069,150451
"BTN",2070,149283
"BTN",2071,148126
"BTN",2072,146970
"BTN",2073,145810
"BTN",2074,144633
"BTN",2075,143437
"BTN",2076,142231
"BTN",2077,141001
"BTN",2078,139758
"BTN",2079,138502
"BTN",2080,137218
"BTN",2081,135921
"BTN",2082,134616
"BTN",2083,133306
"BTN",2084,131995
"BTN",2085,130683
"BTN",2086,129365
"BTN",2087,128046
"BTN",2088,126735
"BTN",2089,125447
"BTN",2090,124180
"BTN",2091,122940
"BTN",2092,121731
"BTN",2093,120557
"BTN",2094,119441
"BTN",2095,118376
"BTN",2096,117337
"BTN",2097,116343
"BTN",2098,115389
"BTN",2099,114478
"BTN",2100,113600
"BWA",1950,96345
"BWA",1951,98653
"BWA",1952,100947
"BWA",1953,103185
"BWA",1954,105321
"BWA",1955,107356
"BWA",1956,109302
"BWA",1957,111205
"BWA",1958,113122
"BWA",1959,115076
"BWA",1960,117089
"BWA",1961,119171
"BWA",1962,121333
"BWA",1963,123584
"BWA",1964,126332
"BWA",1965,128643
"BWA",1966,130086
"BWA",1967,131558
"BWA",1968,133083
"BWA",1969,134682
"BWA",1970,136596
"BWA",1971,139754
"BWA",1972,145019
"BWA",1973,151988
"BWA",1974,159796
"BWA",1975,168091
"BWA",1976,176860
"BWA",1977,186117
"BWA",1978,195864
"BWA",1979,206044
"BWA",1980,216470
"BWA",1981,226709
"BWA",1982,236114
"BWA",1983,245070
"BWA",1984,254339
"BWA",1985,263989
"BWA",1986,274007
"BWA",1987,284430
"BWA",1988,295392
"BWA",1989,307051
"BWA",1990,319449
"BWA",1991,332542
"BWA",1992,346416
"BWA",1993,360937
"BWA",1994,375837
"BWA",1995,391050
"BWA",1996,406461
"BWA",1997,421857
"BWA",1998,436983
"BWA",1999,451410
"BWA",2000,465130
"BWA",2001,478477
"BWA",2002,491187
"BWA",2003,503196
"BWA",2004,514769
"BWA",2005,526076
"BWA",2006,537203
"BWA",2007,548388
"BWA",2008,559919
"BWA",2009,571646
"BWA",2010,583232
"BWA",2011,594239
"BWA",2012,604534
"BWA",2013,614760
"BWA",2014,625391
"BWA",2015,636452
"BWA",2016,648165
"BWA",2017,660374
"BWA",2018,672382
"BWA",2019,684136
"BWA",2020,696205
"BWA",2021,708172
"BWA",2022,720575
"BWA",2023,733642
"BWA",2024,746362
"BWA",2025,758598
"BWA",2026,770253
"BWA",2027,781351
"BWA",2028,791913
"BWA",2029,801877
"BWA",2030,811233
"BWA",2031,820088
"BWA",2032,828570
"BWA",2033,836854
"BWA",2034,844995
"BWA",2035,852742
"BWA",2036,859970
"BWA",2037,866865
"BWA",2038,873595
"BWA",2039,880229
"BWA",2040,886778
"BWA",2041,893219
"BWA",2042,899452
"BWA",2043,905384
"BWA",2044,911160
"BWA",2045,917097
"BWA",2046,923400
"BWA",2047,930001
"BWA",2048,936629
"BWA",2049,943043
"BWA",2050,949168
"BWA",2051,954957
"BWA",2052,960465
"BWA",2053,965797
"BWA",2054,970867
"BWA",2055,975443
"BWA",2056,979343
"BWA",2057,982656
"BWA",2058,985576
"BWA",2059,988145
"BWA",2060,990398
"BWA",2061,992299
"BWA",2062,993819
"BWA",2063,995012
"BWA",2064,995855
"BWA",2065,996324
"BWA",2066,996412
"BWA",2067,996136
"BWA",2068,995568
"BWA",2069,994764
"BWA",2070,993901
"BWA",2071,993090
"BWA",2072,992344
"BWA",2073,991637
"BWA",2074,990910
"BWA",2075,990093
"BWA",2076,989197
"BWA",2077,988300
"BWA",2078,987378
"BWA",2079,986333
"BWA",2080,985191
"BWA",2081,984047
"BWA",2082,982881
"BWA",2083,981611
"BWA",2084,980173
"BWA",2085,978601
"BWA",2086,976878
"BWA",2087,975049
"BWA",2088,973132
"BWA",2089,971033
"BWA",2090,968691
"BWA",2091,966207
"BWA",2092,963632
"BWA",2093,960895
"BWA",2094,958000
"BWA",2095,954963
"BWA",2096,951849
"BWA",2097,948642
"BWA",2098,945311
"BWA",2099,942023
"BWA",2100,938784
"CAF",1950,348307
"CAF",1951,352070
"CAF",1952,356058
"CAF",1953,360238
"CAF",1954,364516
"CAF",1955,368869
"CAF",1956,373344
"CAF",1957,378005
"CAF",1958,382935
"CAF",1959,388287
"CAF",1960,394070
"CAF",1961,400174
"CAF",1962,406509
"CAF",1963,412998
"CAF",1964,420430
"CAF",1965,429059
"CAF",1966,438192
"CAF",1967,447708
"CAF",1968,457580
"CAF",1969,467612
"CAF",1970,477066
"CAF",1971,485359
"CAF",1972,492767
"CAF",1973,500021
"CAF",1974,507659
"CAF",1975,515783
"CAF",1976,522860
"CAF",1977,528802
"CAF",1978,535038
"CAF",1979,541584
"CAF",1980,548462
"CAF",1981,555725
"CAF",1982,563419
"CAF",1983,571587
"CAF",1984,580123
"CAF",1985,588799
"CAF",1986,597527
"CAF",1987,606261
"CAF",1988,616720
"CAF",1989,632259
"CAF",1990,651173
"CAF",1991,670719
"CAF",1992,691834
"CAF",1993,714427
"CAF",1994,737968
"CAF",1995,759409
"CAF",1996,780601
"CAF",1997,804253
"CAF",1998,828695
"CAF",1999,853731
"CAF",2000,879196
"CAF",2001,900078
"CAF",2002,921225
"CAF",2003,943448
"CAF",2004,962053
"CAF",2005,982313
"CAF",2006,998459
"CAF",2007,1012023
"CAF",2008,1029005
"CAF",2009,1047426
"CAF",2010,1064390
"CAF",2011,1070924
"CAF",2012,1064483
"CAF",2013,1054021
"CAF",2014,1032432
"CAF",2015,1023191
"CAF",2016,1041005
"CAF",2017,1061175
"CAF",2018,1082985
"CAF",2019,1111066
"CAF",2020,1146752
"CAF",2021,1174501
"CAF",2022,1205713
"CAF",2023,1253732
"CAF",2024,1305194
"CAF",2025,1359983
"CAF",2026,1417500
"CAF",2027,1476503
"CAF",2028,1535767
"CAF",2029,1594699
"CAF",2030,1652741
"CAF",2031,1710907
"CAF",2032,1771131
"CAF",2033,1833562
"CAF",2034,1897889
"CAF",2035,1964245
"CAF",2036,2033334
"CAF",2037,2104206
"CAF",2038,2176349
"CAF",2039,2250594
"CAF",2040,2326788
"CAF",2041,2404793
"CAF",2042,2484366
"CAF",2043,2565010
"CAF",2044,2646114
"CAF",2045,2726906
"CAF",2046,2807009
"CAF",2047,2886343
"CAF",2048,2964780
"CAF",2049,3042068
"CAF",2050,3117864
"CAF",2051,3191929
"CAF",2052,3264519
"CAF",2053,3335544
"CAF",2054,3404595
"CAF",2055,3472265
"CAF",2056,3538697
"CAF",2057,3603421
"CAF",2058,3666340
"CAF",2059,3727599
"CAF",2060,3787122
"CAF",2061,3845034
"CAF",2062,3901944
"CAF",2063,3958594
"CAF",2064,4015141
"CAF",2065,4071812
"CAF",2066,4127903
"CAF",2067,4182175
"CAF",2068,4234341
"CAF",2069,4284466
"CAF",2070,4332167
"CAF",2071,4376574
"CAF",2072,4418195
"CAF",2073,4457454
"CAF",2074,4493371
"CAF",2075,4526035
"CAF",2076,4556023
"CAF",2077,4582768
"CAF",2078,4606599
"CAF",2079,4628165
"CAF",2080,4647255
"CAF",2081,4664573
"CAF",2082,4680194
"CAF",2083,4693194
"CAF",2084,4704178
"CAF",2085,4713731
"CAF",2086,4721939
"CAF",2087,4729090
"CAF",2088,4735031
"CAF",2089,4740178
"CAF",2090,4744398
"CAF",2091,4747155
"CAF",2092,4749055
"CAF",2093,4749992
"CAF",2094,4749669
"CAF",2095,4748326
"CAF",2096,4745863
"CAF",2097,4742530
"CAF",2098,4738596
"CAF",2099,4734169
"CAF",2100,4729324
"CAN",1950,3416121
"CAN",1951,3474201
"CAN",1952,3544707
"CAN",1953,3618731
"CAN",1954,3692981
"CAN",1955,3765003
"CAN",1956,3845508
"CAN",1957,3938816
"CAN",1958,4023397
"CAN",1959,4093967
"CAN",1960,4160933
"CAN",1961,4229936
"CAN",1962,4304910
"CAN",1963,4389275
"CAN",1964,4483858
"CAN",1965,4588506
"CAN",1966,4703671
"CAN",1967,4823782
"CAN",1968,4941896
"CAN",1969,5058483
"CAN",1970,5208207
"CAN",1971,5374940
"CAN",1972,5509429
"CAN",1973,5634063
"CAN",1974,5770848
"CAN",1975,5912648
"CAN",1976,6049520
"CAN",1977,6177463
"CAN",1978,6298582
"CAN",1979,6419555
"CAN",1980,6540466
"CAN",1981,6649588
"CAN",1982,6739906
"CAN",1983,6815650
"CAN",1984,6886480
"CAN",1985,6960686
"CAN",1986,7042510
"CAN",1987,7132777
"CAN",1988,7240037
"CAN",1989,7363777
"CAN",1990,7470595
"CAN",1991,7547271
"CAN",1992,7612870
"CAN",1993,7674703
"CAN",1994,7736610
"CAN",1995,7800659
"CAN",1996,7853892
"CAN",1997,7887050
"CAN",1998,7910804
"CAN",1999,7938838
"CAN",2000,7975818
"CAN",2001,8020106
"CAN",2002,8060400
"CAN",2003,8088329
"CAN",2004,8111798
"CAN",2005,8138704
"CAN",2006,8166845
"CAN",2007,8194078
"CAN",2008,8222546
"CAN",2009,8251147
"CAN",2010,8270238
"CAN",2011,8274327
"CAN",2012,8266703
"CAN",2013,8249997
"CAN",2014,8224223
"CAN",2015,8205480
"CAN",2016,8225033
"CAN",2017,8287910
"CAN",2018,8378769
"CAN",2019,8475550
"CAN",2020,8532651
"CAN",2021,8559476
"CAN",2022,8606772
"CAN",2023,8672108
"CAN",2024,8737231
"CAN",2025,8797728
"CAN",2026,8853812
"CAN",2027,8906684
"CAN",2028,8956030
"CAN",2029,8999064
"CAN",2030,9036608
"CAN",2031,9070538
"CAN",2032,9099222
"CAN",2033,9122336
"CAN",2034,9140703
"CAN",2035,9155910
"CAN",2036,9170876
"CAN",2037,9187638
"CAN",2038,9204093
"CAN",2039,9216101
"CAN",2040,9223392
"CAN",2041,9227708
"CAN",2042,9231597
"CAN",2043,9237276
"CAN",2044,9243117
"CAN",2045,9247026
"CAN",2046,9250659
"CAN",2047,9255668
"CAN",2048,9259093
"CAN",2049,9258634
"CAN",2050,9257429
"CAN",2051,9263965
"CAN",2052,9280439
"CAN",2053,9299742
"CAN",2054,9318706
"CAN",2055,9337396
"CAN",2056,9353696
"CAN",2057,9365087
"CAN",2058,9371834
"CAN",2059,9377103
"CAN",2060,9383627
"CAN",2061,9391924
"CAN",2062,9401044
"CAN",2063,9410717
"CAN",2064,9421653
"CAN",2065,9433920
"CAN",2066,9447348
"CAN",2067,9463569
"CAN",2068,9483235
"CAN",2069,9504796
"CAN",2070,9526705
"CAN",2071,9548082
"CAN",2072,9568482
"CAN",2073,9587797
"CAN",2074,9605870
"CAN",2075,9622530
"CAN",2076,9639262
"CAN",2077,9655744
"CAN",2078,9670990
"CAN",2079,9685876
"CAN",2080,9701103
"CAN",2081,9716809
"CAN",2082,9732665
"CAN",2083,9748722
"CAN",2084,9764818
"CAN",2085,9780930
"CAN",2086,9796892
"CAN",2087,9812229
"CAN",2088,9827624
"CAN",2089,9843454
"CAN",2090,9858845
"CAN",2091,9873087
"CAN",2092,9886902
"CAN",2093,9901126
"CAN",2094,9915535
"CAN",2095,9929586
"CAN",2096,9943634
"CAN",2097,9957959
"CAN",2098,9972795
"CAN",2099,9987947
"CAN",2100,10002829
"CHE",1950,1228900
"CHE",1951,1232702
"CHE",1952,1238354
"CHE",1953,1244308
"CHE",1954,1250307
"CHE",1955,1255859
"CHE",1956,1262658
"CHE",1957,1272454
"CHE",1958,1284507
"CHE",1959,1297559
"CHE",1960,1311934
"CHE",1961,1336293
"CHE",1962,1369068
"CHE",1963,1399591
"CHE",1964,1422363
"CHE",1965,1435899
"CHE",1966,1449551
"CHE",1967,1470166
"CHE",1968,1494305
"CHE",1969,1516898
"CHE",1970,1524543
"CHE",1971,1526146
"CHE",1972,1540429
"CHE",1973,1557537
"CHE",1974,1570643
"CHE",1975,1571417
"CHE",1976,1562392
"CHE",1977,1560359
"CHE",1978,1567449
"CHE",1979,1579484
"CHE",1980,1594847
"CHE",1981,1612604
"CHE",1982,1630448
"CHE",1983,1643799
"CHE",1984,1654191
"CHE",1985,1664387
"CHE",1986,1675513
"CHE",1987,1688344
"CHE",1988,1701263
"CHE",1989,1713052
"CHE",1990,1726220
"CHE",1991,1747647
"CHE",1992,1765219
"CHE",1993,1771764
"CHE",1994,1775912
"CHE",1995,1778966
"CHE",1996,1776976
"CHE",1997,1770253
"CHE",1998,1765128
"CHE",1999,1764312
"CHE",2000,1767774
"CHE",2001,1778727
"CHE",2002,1793588
"CHE",2003,1805703
"CHE",2004,1816287
"CHE",2005,1824429
"CHE",2006,1831371
"CHE",2007,1843678
"CHE",2008,1863614
"CHE",2009,1881388
"CHE",2010,1893554
"CHE",2011,1903312
"CHE",2012,1910245
"CHE",2013,1916919
"CHE",2014,1923140
"CHE",2015,1927684
"CHE",2016,1929808
"CHE",2017,1927769
"CHE",2018,1923491
"CHE",2019,1920234
"CHE",2020,1920789
"CHE",2021,1915847
"CHE",2022,1907737
"CHE",2023,1905179
"CHE",2024,1904027
"CHE",2025,1904174
"CHE",2026,1904412
"CHE",2027,1903942
"CHE",2028,1903257
